37	1048	1
37	1351	0
37	1353	0
37	1355	0
37	1531	0
37	1566	1
37	1697	0
37	2687	0
37	13629	0
37	14030	1
37	14031	1
37	14066	1
37	14069	1
37	14102	1
37	14105	1
37	15722	2
37	15931	1
37	16082	1
37	18046	1
37	19480	1
37	19487	1
37	19598	1
37	22004	1
37	22764	1
37	22837	1
37	23343	1
37	24588	1
37	28276	1
37	36942	0
37	37593	1
37	38483	0
37	39957	2
37	41112	1
37	41176	1
37	42760	2
37	42866	1
37	46465	1
37	46523	1
37	49253	0
37	49672	1
37	49849	1
37	49954	0
37	50145	2
37	53854	0
37	54540	2
37	54547	2
37	54550	2
37	55173	0
37	55483	3
37	55651	3
37	56520	0
37	56681	0
37	59440	1
37	59611	2
37	59612	3
37	60028	2
37	60055	2
37	64581	1
37	67241	3
37	67242	0
37	67244	3
37	67245	0
37	67914	2
37	68660	0
37	69857	3
37	70153	2
37	71461	0
37	71574	2
37	72370	0
37	73005	2
37	74798	0
37	76663	1
37	77867	0
37	81097	1
37	81154	2
37	81354	1
37	82714	2
37	83584	0
37	84591	2
37	87365	0
37	87450	1
37	88839	1
37	91883	1
37	94384	0
37	94685	3
37	95143	1
37	95741	0
37	96900	1
37	98973	1
37	99181	1
37	99634	1
37	99637	2
37	99688	0
37	99984	1
37	100019	0
37	100162	0
37	100303	1
37	100948	1
37	100979	1
37	101007	0
37	101016	0
37	101537	0
37	101638	1
37	101669	1
37	101927	0
37	102758	0
37	102877	0
37	103010	1
37	103041	1
37	103903	0
37	103974	1
37	103994	1
37	104112	0
37	104197	1
37	107004	1
37	107865	2
37	107894	1
37	109075	2
37	110295	1
37	110773	1
37	110928	0
37	111294	1
37	111655	0
37	112037	2
37	112121	2
37	112216	0
37	112283	2
37	112290	2
37	112348	0
37	112446	0
37	112562	1
37	112635	1
37	116183	1
37	116238	2
37	116708	0
37	117044	1
37	120175	2
37	120176	2
37	120183	2
37	122588	2
37	122590	2
37	122647	0
37	123384	2
37	124047	3
37	124048	3
37	124050	3
37	124051	3
37	127448	2
37	128784	2
37	128786	1
37	128810	1
37	133997	1
37	134062	2
37	134447	1
37	134757	0
37	135533	0
37	138361	1
37	145419	1
37	145949	0
37	146686	2
37	146689	4
37	150909	2
37	150982	2
37	151117	0
37	151401	1
37	151402	1
37	151412	1
37	151413	1
37	151495	0
37	151496	1
37	151867	1
37	151868	1
37	152209	1
37	152210	1
37	152211	2
37	152604	1
37	152703	1
37	152704	1
37	152731	0
37	152732	1
37	152766	1
37	152820	1
37	152935	1
37	152936	1
37	153888	1
37	153898	4
37	154479	0
37	155900	0
37	155914	1
37	156459	1
37	156587	1
37	157764	2
37	158173	2
37	158186	2
37	158916	1
37	161681	1
37	161707	1
37	164447	1
37	164692	2
37	165340	1
37	165341	1
37	165342	1
37	165363	1
37	165438	2
37	165439	1
37	165448	2
37	165468	1
37	165507	0
37	165508	1
37	165578	1
37	165579	1
37	165581	1
37	165600	1
37	165603	2
37	165707	1
37	165773	1
37	165854	2
37	165855	1
37	165856	1
37	165857	2
37	166009	1
37	166158	1
37	166515	2
37	166516	0
37	166517	2
37	166788	3
37	166789	4
37	166852	1
37	167675	2
37	167834	2
37	168685	1
37	168777	1
37	169220	2
37	169226	0
37	169386	0
37	169617	0
37	169622	2
37	169623	0
37	169864	1
37	169865	1
37	169979	2
37	170094	0
37	170272	0
37	170302	2
37	170653	1
37	170898	1
37	171179	1
37	171528	0
37	171640	1
37	171642	1
37	171643	2
37	171716	2
37	171719	2
37	172831	2
37	173260	2
37	173269	3
37	173302	2
37	173356	2
37	173700	2
37	173701	2
37	173704	3
37	173705	4
37	173706	3
37	173707	4
37	173708	3
37	173709	4
37	173710	3
37	173711	4
37	173712	3
37	173713	4
37	175003	2
37	175044	1
37	175174	0
37	175351	1
37	175683	1
10	2186	2
10	15875	3
10	16058	2
10	16097	2
10	20988	3
10	21980	2
10	22019	2
10	23360	2
10	26678	2
10	26755	2
10	43719	0
10	52767	2
10	53652	4
12	91126	2
13	6970	2
13	7045	2
13	73682	0
13	73796	0
15	163560	3
20	66	2
20	281	2
20	25334	3
20	30490	3
20	30930	4
20	74257	3
20	115271	4
21	48547	1
28	13186	0
28	95063	3
28	99059	2
32	9239	0
32	77115	0
33	42379	3
33	45626	2
33	47926	2
33	48503	0
33	64299	0
33	110388	2
33	114342	2
33	122942	0
33	152584	2
33	154426	4
33	162441	2
33	171620	4
